,feature01,feature02,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature10.1,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature21,feature22,feature23,target
886,1.0,288.0,816.0,816,3,816,4,6,1938,1,red,1,good,bad,2,1,5,0,0,1958,100000
747,2.0,441.0,844.0,1445,10,2134,6,6,1916,2,blue,0,NA,good,5,1,7,0,689,1994,214500
1021,2.0,551.0,1782.0,1782,6,1782,7,5,1979,2,red,1,bad,good,3,1,3,0,0,1979,220000
1874,1.0,308.0,949.0,1107,5,1107,5,6,1967,1,red,0,NA,good,3,1,3,0,0,1993,127000
590,2.0,630.0,1350.0,1334,6,1334,6,5,1977,2,red,1,bad,bad,2,1,4,0,0,1977,167900
1327,1.0,288.0,1008.0,1143,5,1143,5,7,1928,1,red,1,horrible,bad,2,1,7,0,0,1983,138000
352,2.0,528.0,1587.0,1734,6,1734,8,5,1995,2,red,0,NA,good,2,1,9,0,0,1996,239500
2515,2.0,564.0,1568.0,1568,6,1568,8,5,2001,2,red,1,bad,good,3,1,9,0,0,2002,221000
1043,1.0,264.0,483.0,483,4,987,6,5,1971,1,red,0,NA,bad,2,1,7,1,504,1971,85400
1179,2.0,477.0,1230.0,1239,4,1239,8,5,1995,1,red,1,okay,good,1,1,8,1,0,1995,217500
2555,0.0,0.0,440.0,869,4,869,4,7,1923,1,blue,0,NA,okay,2,1,8,0,0,1958,85500
2838,2.0,572.0,864.0,864,5,864,5,7,1955,1,red,0,NA,bad,2,1,4,0,0,1990,115000
1569,2.0,432.0,1680.0,1689,6,1689,4,5,1991,2,red,1,bad,bad,3,1,7,0,0,1991,228500
577,2.0,527.0,392.0,1487,5,2499,8,5,1976,2,red,1,good,bad,4,1,1,1,1012,1976,180500
651,2.0,410.0,699.0,801,6,1527,7,7,1948,1,blue,1,good,bad,3,1,12,1,726,1999,152500
599,2.0,396.0,894.0,894,5,894,4,7,1960,1,red,1,horrible,bad,2,1,8,0,0,1960,141500
1267,2.0,576.0,876.0,876,5,876,5,7,1951,1,red,1,bad,bad,2,1,2,0,0,1951,94000
1587,3.0,892.0,1964.0,1964,7,1964,8,5,2005,2,red,1,good,good,3,1,6,1,0,2006,370000
1329,1.0,308.0,742.0,779,4,935,5,6,1930,1,blue,0,NA,bad,2,1,8,0,0,1960,79500
474,2.0,432.0,716.0,716,6,1432,7,5,2004,2,red,1,good,good,3,1,7,1,716,2005,188500
810,2.0,400.0,0.0,1535,8,1535,5,5,1979,2,red,0,NA,bad,4,2,6,0,0,1979,118858
284,1.0,364.0,1216.0,1526,7,1526,5,6,1957,1,blue,1,good,bad,4,1,5,0,0,2002,144500
947,2.0,670.0,1434.0,1518,6,2149,7,5,2003,1,red,1,amazing,good,1,1,8,1,631,2003,239686
739,2.0,440.0,1145.0,1301,5,1301,5,5,1924,1,red,0,NA,okay,2,1,10,0,0,1950,100000
2678,1.0,450.0,768.0,1015,6,1015,5,7,1925,1,red,0,NA,bad,3,1,7,0,0,1950,88000
1160,2.0,625.0,625.0,625,5,1250,7,5,2006,2,red,0,NA,good,2,1,3,1,625,2007,171900
1646,2.0,484.0,725.0,725,6,1479,7,7,1981,2,red,1,bad,good,3,1,3,1,754,2003,176000
2626,2.0,400.0,0.0,1040,6,1040,3,4,1950,2,green,0,NA,bad,2,2,7,0,0,1950,93500
2547,2.0,480.0,720.0,720,7,1440,5,6,1964,1,red,1,horrible,bad,4,1,7,1,720,1964,157500
588,1.0,336.0,1216.0,1216,5,1216,6,5,1969,1,red,0,NA,bad,3,1,8,0,0,1969,113000
2233,2.0,360.0,720.0,803,5,803,5,6,1941,1,green,0,NA,bad,2,1,12,0,0,1950,87000
160,2.0,564.0,710.0,1898,11,2978,7,7,1967,2,red,1,good,good,5,1,6,1,1080,2007,242000
1127,2.0,562.0,813.0,822,7,1665,7,6,2007,2,red,0,NA,good,3,1,5,1,843,2007,205950
1947,0.0,0.0,882.0,882,4,882,4,6,1956,1,red,0,NA,bad,1,1,4,0,0,1956,103200
872,2.0,511.0,1417.0,1417,7,1417,7,5,1997,2,red,1,bad,good,3,1,8,0,0,1998,210000
967,3.0,765.0,1838.0,1838,8,1838,9,5,2006,2,red,1,good,amazing,2,1,3,0,0,2006,315000
2686,2.0,576.0,1595.0,1611,8,2486,6,5,1962,2,red,1,good,bad,5,1,10,0,875,1962,220000
1353,2.0,672.0,810.0,1170,8,1716,6,4,1915,2,red,0,NA,good,4,1,3,0,546,2004,162500
1235,1.0,336.0,1144.0,1144,6,1144,5,5,1963,1,red,0,NA,bad,3,1,8,1,0,1963,124000
1231,2.0,462.0,1319.0,1537,7,1537,6,9,1962,1,red,1,good,good,3,1,7,1,0,2005,174000
610,2.0,645.0,1127.0,1445,7,1445,6,6,1964,1,red,1,okay,bad,3,1,8,1,0,1964,158000
164,2.0,576.0,900.0,900,5,900,5,7,1951,1,red,0,NA,good,3,1,5,0,0,2000,134800
2189,2.0,400.0,894.0,894,5,894,4,5,1954,1,red,0,NA,bad,3,1,5,0,0,1954,110000
1055,3.0,866.0,1710.0,1710,6,1710,8,5,2007,2,red,1,good,good,2,1,1,0,0,2008,372402
2011,2.0,440.0,735.0,869,6,1218,6,6,1941,1,red,1,good,bad,3,1,3,0,349,1950,131000
2811,2.0,565.0,860.0,860,7,1720,7,5,2004,2,red,0,NA,good,3,1,8,1,860,2004,196500
333,1.0,352.0,864.0,874,5,874,5,7,1971,1,red,0,NA,bad,3,1,6,0,0,2004,130000
2044,2.0,498.0,1005.0,1262,7,2267,7,8,1937,1,red,2,good,bad,3,1,4,1,1005,1980,219000
2573,1.0,796.0,1144.0,1144,6,1144,5,6,1959,1,red,1,bad,bad,3,1,3,0,0,1959,143000
2591,2.0,896.0,1015.0,1384,6,1384,5,5,1956,1,red,0,NA,bad,2,1,6,0,0,2001,159000
2828,2.0,380.0,970.0,970,7,1709,7,5,2004,2,red,0,NA,good,3,1,5,0,739,2004,134000
1452,1.0,352.0,780.0,780,4,780,5,7,1972,1,red,0,NA,bad,2,1,1,0,0,1972,124900
2717,2.0,580.0,1967.0,1967,10,1967,5,4,1977,2,red,0,NA,bad,6,2,8,0,0,1977,156500
2175,1.0,504.0,1143.0,1113,6,1113,6,7,1976,1,red,1,okay,bad,3,1,5,1,0,1976,148000
822,3.0,904.0,1468.0,1468,6,1468,8,5,2008,2,red,1,good,good,3,1,6,0,0,2008,239900
437,3.0,908.0,1709.0,1717,7,1717,8,5,2006,2,red,1,good,good,3,1,7,0,0,2006,255500
1123,2.0,603.0,866.0,866,7,1768,7,5,2005,2,red,0,NA,good,3,1,2,1,902,2005,226700
2125,1.0,242.0,1097.0,1097,6,1097,5,5,1996,1,red,0,NA,bad,3,1,7,1,0,1996,147900
873,2.0,645.0,1057.0,1057,8,2034,7,5,1997,2,red,0,NA,good,3,1,2,1,977,1998,219500
277,2.0,480.0,744.0,792,5,1120,4,5,1948,1,green,0,NA,okay,2,1,6,0,328,1950,64000
982,2.0,602.0,1097.0,1110,4,1110,5,6,1978,1,red,1,bad,good,1,1,7,0,0,1978,165500
2896,2.0,484.0,1309.0,1339,6,1339,7,5,1990,2,red,1,bad,bad,2,1,7,0,0,1990,180000
2173,0.0,0.0,816.0,816,5,816,6,5,1990,1,red,0,NA,bad,3,1,5,0,0,1990,118500
1368,2.0,576.0,451.0,759,5,759,5,8,1912,1,red,0,NA,bad,1,1,8,0,0,1991,85000
898,2.0,528.0,0.0,944,4,944,3,3,1952,1,green,0,NA,okay,2,1,7,0,0,1952,82000
560,1.0,264.0,864.0,1144,6,1144,5,6,1961,1,red,1,bad,bad,3,1,3,0,0,1983,131400
921,1.0,256.0,728.0,976,7,1308,5,7,1940,1,red,2,bad,bad,2,1,6,1,332,1950,160000
1404,1.0,249.0,570.0,617,5,1079,7,5,1948,1,red,1,good,bad,2,1,1,0,462,1950,125600
2151,2.0,484.0,1556.0,1592,7,1592,8,5,1994,2,red,1,bad,good,3,1,6,0,0,1995,228000
2608,1.0,294.0,1083.0,1146,6,1146,6,5,1963,1,red,1,good,bad,3,1,6,0,0,1963,165000
513,3.0,795.0,2458.0,2490,9,2490,9,5,2005,2,red,2,good,amazing,2,1,10,0,0,2006,468000
2431,2.0,393.0,783.0,807,7,1509,6,5,2002,2,red,1,good,good,3,1,6,1,702,2003,183200
224,1.0,280.0,864.0,864,4,864,5,5,1968,1,red,0,NA,bad,2,1,5,0,0,1968,137250
1316,2.0,672.0,482.0,1221,7,1912,6,7,1905,2,red,1,bad,bad,3,2,4,0,691,2000,163000
146,1.0,312.0,1206.0,1206,6,1206,5,5,1959,1,red,0,NA,bad,3,1,5,0,0,1959,108538
1807,0.0,0.0,1143.0,1143,5,1143,7,5,2006,1,red,0,NA,good,3,1,10,1,0,2006,147000
1069,3.0,870.0,1858.0,1866,7,1866,9,5,2008,2,red,1,good,amazing,2,1,11,0,0,2008,336860
1852,2.0,1105.0,1220.0,1220,8,2362,8,5,1998,2,red,2,bad,good,3,1,6,1,1142,1998,312500
512,2.0,689.0,1113.0,1113,8,1971,7,5,2005,2,red,1,good,good,3,1,2,1,858,2005,253000
327,1.0,253.0,945.0,945,5,945,5,6,1973,1,red,1,horrible,bad,2,1,5,0,0,1973,119500
1590,0.0,0.0,1092.0,1092,5,1092,5,5,2007,1,red,0,NA,bad,2,1,2,0,0,2008,146000
176,1.0,240.0,788.0,804,4,804,5,7,1940,1,red,2,good,good,2,1,2,0,0,1992,119000
1939,1.0,252.0,928.0,928,4,928,5,7,1956,1,red,0,NA,bad,2,1,6,0,0,2000,132000
168,2.0,442.0,756.0,1051,7,1839,6,5,1966,1,red,1,bad,bad,4,1,6,1,788,1966,155000
1423,2.0,484.0,628.0,628,6,1356,7,5,2007,2,red,1,good,good,3,1,3,1,728,2007,177439
2868,2.0,621.0,1430.0,1647,7,1647,5,6,1977,2,red,1,bad,good,3,1,3,0,0,1977,217500
1415,1.0,240.0,1164.0,1164,5,1164,5,5,1950,1,red,0,NA,bad,3,1,8,0,0,1950,125000
2298,1.0,444.0,1396.0,1608,6,1608,4,3,1961,1,red,0,NA,bad,3,1,11,0,0,1961,80000
2214,2.0,380.0,965.0,1940,10,3194,8,6,1934,2,red,2,good,bad,4,1,9,1,1254,1998,359100
2277,0.0,0.0,1120.0,1120,6,1120,5,5,2007,1,red,0,NA,bad,3,1,12,0,0,2007,147000
136,2.0,576.0,1947.0,2207,7,2207,7,5,1970,2,red,1,good,bad,3,1,7,0,0,1989,180000
1493,2.0,397.0,746.0,760,7,1656,7,5,2003,2,red,1,good,good,3,1,7,1,896,2004,165400
1296,2.0,828.0,884.0,884,8,1436,6,6,1940,2,red,2,good,bad,3,2,5,0,552,1950,155000
2006,1.0,308.0,910.0,910,6,1435,5,6,1950,1,red,0,NA,bad,3,1,3,0,525,1950,128250
907,1.0,246.0,290.0,438,3,438,2,5,1920,1,green,0,NA,okay,1,1,1,0,0,1950,60000
197,1.0,312.0,780.0,780,6,1416,6,7,1948,1,red,0,NA,bad,3,1,3,1,636,1950,139900
2381,3.0,880.0,1618.0,1618,6,1618,8,5,2004,2,red,1,good,good,2,1,7,0,0,2004,252000
1509,1.0,548.0,941.0,997,7,1470,4,6,1954,2,red,0,NA,bad,4,1,5,0,473,1972,135000
1822,2.0,544.0,1040.0,1120,5,1120,4,5,1961,1,red,0,NA,okay,3,1,5,1,0,1961,129000
2118,2.0,529.0,966.0,1743,5,1743,8,6,1976,0,red,2,okay,good,0,1,5,1,0,1976,279000
777,1.0,384.0,552.0,904,8,1774,5,5,1961,2,red,1,bad,bad,4,1,7,0,611,1961,165000
2321,2.0,422.0,868.0,887,9,2021,7,5,2006,2,red,1,good,good,3,1,9,1,1134,2006,274725
2115,2.0,389.0,1444.0,1444,7,2144,6,7,1958,2,red,2,bad,good,4,1,6,0,700,2006,277000
1128,3.0,660.0,1660.0,1660,7,1660,8,5,2007,2,red,1,good,good,3,1,6,0,0,2007,256000
2835,1.0,288.0,1093.0,1093,9,1669,4,5,1924,1,green,0,NA,bad,4,1,5,1,576,1950,107000
878,2.0,420.0,848.0,848,4,848,6,5,2003,1,red,0,NA,good,1,1,5,0,0,2003,140000
2432,2.0,403.0,707.0,707,6,1414,8,5,2004,2,red,1,good,good,3,1,10,1,707,2004,178000
1101,3.0,687.0,1519.0,1533,8,2172,9,5,2000,2,red,1,bad,amazing,4,1,6,1,639,2000,291000
1470,2.0,508.0,1478.0,1493,7,1493,6,5,1997,2,red,1,bad,good,3,1,4,0,0,1998,208900
199,2.0,480.0,928.0,928,7,1536,5,5,1930,2,green,1,good,bad,4,1,3,0,608,1950,138400
433,3.0,1020.0,1734.0,1734,12,2822,9,5,2008,3,red,1,good,amazing,4,1,1,1,1088,2009,582933
1853,2.0,478.0,1494.0,1494,5,1494,8,5,1994,1,red,1,good,good,1,1,5,1,0,1995,279700
1825,2.0,572.0,988.0,988,5,988,5,5,1961,1,red,0,NA,bad,3,1,10,0,0,1961,128500
2003,1.0,331.0,0.0,968,5,968,4,6,1956,1,red,0,NA,bad,2,1,5,0,0,1956,104500
737,1.0,320.0,468.0,822,6,1142,5,5,1924,1,red,0,NA,bad,3,1,6,0,320,1950,93000
300,2.0,484.0,1501.0,1801,6,1801,7,8,1959,2,red,2,bad,bad,1,1,3,0,0,1997,289000
2155,2.0,556.0,1220.0,1220,8,2090,8,5,1995,2,red,1,bad,good,3,1,12,1,870,1996,240000
820,3.0,860.0,1622.0,1630,8,1630,8,5,2008,2,red,1,good,amazing,3,1,1,0,0,2008,295493
2641,2.0,576.0,712.0,848,7,1428,7,7,1900,1,red,0,NA,bad,4,1,5,0,580,1970,139900
1594,1.0,336.0,264.0,616,4,1304,5,6,1976,1,red,1,good,bad,3,1,6,1,688,1976,115000
1188,2.0,528.0,1258.0,1258,5,1258,6,7,1971,2,red,0,NA,good,3,1,10,0,0,2004,145000
2798,3.0,555.0,1054.0,1070,8,1939,7,5,1998,2,red,1,bad,good,3,1,5,1,869,1998,227000
2804,2.0,685.0,1079.0,1079,8,1919,8,5,2006,2,red,1,good,good,3,1,7,1,840,2006,233230
834,2.0,538.0,1013.0,1160,7,2126,5,5,1967,2,red,0,NA,bad,3,1,6,1,966,1967,185000
1257,1.0,308.0,672.0,672,4,672,4,7,1940,1,red,0,NA,bad,2,1,7,0,0,2005,86900
1592,3.0,850.0,1200.0,1200,6,1200,4,5,1964,1,red,0,NA,bad,3,1,11,0,0,1964,173000
2789,2.0,586.0,1065.0,1091,7,1989,8,5,2002,2,red,1,good,good,3,1,11,1,898,2002,255000
627,1.0,509.0,896.0,1182,8,2142,6,6,1968,2,red,1,good,good,4,1,6,1,960,1968,193500
1468,2.0,420.0,848.0,848,3,848,6,5,2003,1,red,0,NA,good,1,1,3,0,0,2003,136500
1747,2.0,400.0,384.0,744,8,1374,7,5,2004,2,red,1,good,good,3,1,6,1,630,2004,175000
1178,2.0,500.0,1260.0,1288,4,1288,8,5,1996,1,red,2,good,amazing,1,1,12,1,0,1996,245500
2301,1.0,264.0,816.0,816,5,816,5,7,1982,1,red,0,NA,bad,2,1,6,0,0,1982,124500
1669,1.0,684.0,858.0,858,4,858,4,6,1971,1,red,0,NA,bad,2,1,6,0,0,1971,110000
2808,2.0,578.0,851.0,851,7,1737,7,5,2006,2,red,0,NA,good,3,1,8,1,886,2006,203160
2649,2.0,440.0,648.0,734,6,1118,6,8,1920,1,blue,0,NA,bad,2,1,10,0,384,1950,116000
1037,2.0,576.0,864.0,864,5,864,4,5,1972,1,red,0,NA,bad,3,1,4,0,0,1972,111250
1780,3.0,1092.0,1966.0,1966,6,1966,10,5,2007,2,red,1,good,amazing,1,1,10,0,0,2007,419005
294,2.0,484.0,1032.0,1102,11,2177,5,6,1950,2,red,0,NA,bad,5,2,3,1,1075,1991,215000
2055,1.0,384.0,894.0,894,5,894,5,5,1966,1,red,0,NA,bad,3,1,5,0,0,1966,125000
1770,3.0,721.0,1203.0,1214,9,2520,7,5,1995,2,red,1,bad,good,4,1,6,1,1306,1995,290000
2323,2.0,402.0,1160.0,1169,6,1169,6,6,1993,2,red,1,bad,bad,3,1,7,0,0,1994,183500
1022,2.0,619.0,1330.0,1542,11,2872,6,7,1977,2,red,1,bad,bad,4,1,7,1,1330,1995,272000
67,2.0,676.0,1218.0,1218,4,1218,7,5,2009,2,red,0,NA,good,2,1,4,0,0,2010,204500
24,2.0,500.0,1078.0,1078,6,1078,5,6,1971,1,red,1,okay,bad,3,1,4,1,0,2008,149900
219,2.0,528.0,1392.0,1392,5,1392,5,6,1957,1,red,1,good,bad,3,1,5,1,0,1996,121500
1942,0.0,0.0,925.0,1000,7,1544,4,7,1890,2,red,0,NA,bad,3,1,4,0,544,2006,138000
1169,2.0,588.0,1419.0,1419,5,1419,9,5,2001,1,red,1,bad,amazing,2,1,9,1,0,2001,290000
2195,0.0,0.0,1296.0,1296,12,2592,5,6,1923,2,blue,0,NA,bad,6,2,1,0,1296,1950,150000
166,2.0,484.0,1175.0,1175,6,1175,5,6,1960,1,red,0,NA,bad,3,1,6,1,0,1960,148000
207,2.0,672.0,360.0,1032,8,1812,5,9,1900,2,red,1,horrible,good,4,2,5,0,780,1996,140000
2365,2.0,440.0,765.0,765,7,1365,5,6,1973,1,red,1,okay,good,3,1,6,1,600,1973,125500
2123,2.0,546.0,794.0,882,7,1796,6,5,1998,2,red,0,NA,bad,3,1,5,1,914,1998,211000
595,1.0,429.0,925.0,925,5,925,5,6,1965,1,red,0,NA,bad,2,1,7,0,0,1965,117500
1192,2.0,470.0,732.0,732,7,1464,5,6,1968,1,red,0,NA,bad,4,1,6,1,732,1968,141000
1749,2.0,534.0,1510.0,1525,6,1525,7,5,2006,2,red,1,good,good,3,1,4,1,0,2006,206580
1893,2.0,539.0,845.0,845,8,2154,6,7,1964,2,red,1,good,bad,5,1,7,1,1309,1997,224500
529,2.0,615.0,912.0,912,8,2094,7,5,2003,2,red,1,good,good,4,1,11,1,1182,2004,263000
2378,3.0,770.0,1980.0,1980,8,1980,9,5,2004,2,red,1,good,amazing,3,1,9,0,0,2005,315000
473,2.0,397.0,1145.0,1145,5,1145,7,5,2005,2,red,1,good,good,2,1,9,0,0,2006,160200
1373,1.0,312.0,720.0,720,7,1271,5,5,1948,2,red,1,good,bad,4,1,8,0,551,1950,135000
2205,1.0,240.0,918.0,918,7,1646,7,5,1941,2,red,2,good,bad,4,1,8,0,728,1950,164000
1558,1.0,216.0,592.0,432,5,864,4,6,1920,1,red,0,NA,okay,3,1,6,1,432,1950,65000
942,0.0,0.0,1013.0,1013,6,1526,3,2,1915,1,red,0,NA,okay,2,1,10,0,0,1982,85000
1927,2.0,484.0,1657.0,1657,7,1657,6,3,1970,2,red,1,bad,bad,3,1,3,0,0,1970,163500
1648,2.0,481.0,780.0,1085,9,1930,7,5,1979,2,red,1,bad,good,4,1,3,1,845,1979,192000
1492,2.0,588.0,1138.0,1181,6,1181,4,5,1972,2,red,0,NA,bad,3,1,4,0,0,1972,137500
1157,2.0,473.0,930.0,1364,9,2683,6,5,1990,2,red,2,good,good,4,1,6,1,1319,1991,290000
1945,3.0,1200.0,666.0,1308,9,3086,5,4,1935,3,red,0,NA,good,4,1,11,1,1778,2007,301600
971,2.0,412.0,1204.0,1204,5,1204,6,5,1998,2,red,0,NA,bad,2,1,6,0,0,1998,162000
1514,0.0,0.0,864.0,864,5,864,3,3,1914,1,green,0,NA,bad,2,1,9,0,0,1950,67000
25,1.0,304.0,1056.0,1056,6,1056,5,6,1968,1,red,1,okay,bad,3,1,7,0,0,1968,142000
1150,1.0,352.0,912.0,912,4,912,5,6,1962,1,red,0,NA,bad,2,1,9,0,0,1962,144000
2235,1.0,264.0,732.0,772,4,1123,4,5,1939,1,red,0,NA,bad,3,1,6,0,351,1950,100000
939,1.0,468.0,672.0,672,6,1344,5,7,1920,1,blue,0,NA,bad,3,1,7,0,672,1997,147000
1581,2.0,578.0,1256.0,1256,6,1256,6,5,1986,2,red,1,okay,good,3,1,3,0,0,1986,180000
856,1.0,336.0,864.0,864,6,864,5,8,1978,1,red,0,NA,bad,3,1,7,0,0,2005,136500
1674,2.0,522.0,1405.0,1337,5,1337,6,5,1997,2,red,1,bad,good,2,1,10,0,0,1998,177000
2694,1.0,297.0,803.0,803,6,1360,5,6,1938,1,red,0,NA,good,2,1,7,1,557,1995,125500
1035,1.0,288.0,936.0,936,4,936,4,6,1969,1,red,0,NA,bad,2,1,9,0,0,1969,111900
2224,2.0,552.0,1488.0,1488,7,1488,6,6,1968,2,red,2,good,bad,3,1,9,0,0,1968,215000
758,1.0,384.0,1204.0,1204,4,1666,6,6,1927,1,blue,0,NA,bad,3,1,8,0,462,1950,135000
2414,3.0,660.0,879.0,879,9,1863,7,5,2006,2,red,1,good,good,4,1,11,1,984,2006,219210
180,1.0,315.0,1008.0,1060,6,1245,5,6,1920,1,red,0,NA,bad,3,1,3,0,185,1962,100000
1290,1.0,308.0,728.0,728,7,1456,6,7,1915,1,red,0,NA,good,4,1,6,1,728,2005,139500
2542,2.0,624.0,864.0,864,5,864,5,5,1958,1,red,0,NA,bad,3,1,7,0,0,1958,129900
1457,3.0,660.0,1004.0,1004,7,1852,8,5,1999,2,red,2,bad,good,3,1,12,1,848,2000,230000
611,1.0,270.0,1041.0,1041,6,1041,5,6,1959,1,red,0,NA,bad,3,1,7,0,0,1959,124500
1375,0.0,0.0,644.0,808,6,1355,5,7,1940,2,red,0,NA,bad,4,2,9,0,547,1999,127500
2387,3.0,691.0,1117.0,1132,9,2452,8,5,2004,3,red,1,good,good,4,1,9,1,1320,2005,309000
1935,1.0,252.0,925.0,925,5,925,5,8,1956,1,red,0,NA,good,3,1,6,0,0,2003,127000
1930,1.0,336.0,864.0,1154,6,1154,5,9,1953,1,red,0,NA,amazing,3,1,7,1,0,2006,142000
94,2.0,588.0,840.0,840,3,1680,7,5,2004,2,red,0,NA,good,2,1,1,1,840,2004,190000
780,0.0,0.0,0.0,660,5,660,2,2,1947,1,red,0,NA,okay,2,1,6,0,0,1950,63900
641,2.0,495.0,1866.0,1866,8,1866,5,4,1958,2,red,0,NA,bad,4,2,12,0,0,1958,135000
1325,1.0,308.0,0.0,882,4,882,5,5,1956,1,blue,0,NA,bad,2,1,12,0,0,1956,97000
2377,2.0,460.0,855.0,855,6,1456,6,5,1976,2,red,1,bad,bad,3,1,7,1,601,1976,144000
2581,2.0,600.0,943.0,943,4,943,5,5,1979,1,red,2,bad,bad,2,1,12,0,0,1979,135960
2536,1.0,326.0,833.0,898,6,898,5,6,1968,1,red,0,NA,bad,3,1,8,0,0,1968,140000
1224,1.0,288.0,1032.0,1032,6,1252,6,5,1950,1,blue,0,NA,bad,3,1,4,0,220,1950,119000
1418,2.0,514.0,1475.0,1532,10,2329,7,5,1990,2,red,1,amazing,good,4,1,5,1,797,1990,262280
1607,1.0,423.0,983.0,983,7,1750,6,7,1940,2,red,0,NA,bad,4,1,7,0,767,1985,160000
1214,2.0,451.0,1114.0,1114,5,1114,5,5,1961,1,red,0,NA,bad,3,1,5,0,0,1961,140000
278,1.0,352.0,1008.0,1096,5,1096,6,6,1975,1,red,1,okay,bad,3,1,6,0,0,1975,125200
1168,2.0,545.0,1310.0,1310,5,1310,9,5,2001,1,red,1,bad,good,1,1,7,1,0,2001,285000
1222,1.0,231.0,348.0,453,5,906,4,7,1937,1,red,0,NA,bad,2,1,9,0,453,1950,87000
2114,2.0,619.0,929.0,946,7,1873,7,5,1988,2,red,1,bad,good,3,1,5,1,927,1988,207000
1120,2.0,588.0,1363.0,1372,6,1372,8,5,2007,2,red,0,NA,good,3,1,7,0,0,2008,212700
311,2.0,573.0,1560.0,1560,7,1560,7,5,2003,2,red,0,NA,good,3,1,4,0,0,2003,201000
2093,3.0,833.0,1104.0,912,8,2127,7,5,1991,2,red,1,bad,good,4,1,11,1,1215,1991,238000
885,2.0,480.0,1486.0,1486,7,1486,5,7,1964,1,red,0,NA,bad,3,1,3,0,0,1999,167000
86,1.0,280.0,882.0,900,5,900,5,5,1967,1,red,0,NA,bad,3,1,2,0,0,1967,122000
2802,2.0,420.0,848.0,848,4,848,6,5,2003,1,red,0,NA,good,1,1,4,0,0,2003,133000
1458,2.0,541.0,1153.0,1153,8,2031,7,5,1998,2,red,1,bad,good,3,1,7,1,878,1999,222500
2656,1.0,250.0,798.0,840,5,840,3,4,1920,1,red,0,NA,okay,2,1,6,0,0,1950,64000
209,1.0,365.0,1422.0,1675,8,1675,5,5,1959,2,red,2,good,bad,3,1,5,0,0,1959,173000
1999,1.0,216.0,1149.0,1149,5,1616,6,7,1926,2,blue,0,NA,good,3,1,10,0,467,2004,152000
2690,2.0,370.0,596.0,834,7,1430,4,5,1924,2,green,0,NA,okay,3,1,10,0,596,1950,107000
2020,1.0,180.0,960.0,986,5,986,6,5,1926,1,red,1,good,bad,2,1,5,0,0,1950,102000
2208,1.0,240.0,920.0,954,5,954,5,7,1938,1,red,1,good,okay,2,1,6,0,0,1950,119750
946,3.0,642.0,1107.0,1040,7,2052,8,5,2000,2,red,1,bad,good,3,1,5,1,1012,2001,251000
2181,3.0,884.0,3138.0,3138,11,4676,10,5,2007,3,red,1,good,amazing,3,1,10,1,1538,2008,184750
2468,2.0,453.0,1257.0,1266,6,1266,7,5,2005,2,red,1,bad,good,3,1,4,0,0,2005,176000
130,0.0,0.0,728.0,1306,6,1306,3,2,1940,1,red,0,NA,okay,3,1,5,0,0,1966,76500
1752,2.0,434.0,847.0,847,8,1948,7,5,2003,2,red,1,good,good,4,1,7,1,1101,2003,211000
2105,2.0,440.0,728.0,728,8,1456,7,5,2006,2,red,1,bad,good,3,1,7,1,728,2006,155835
969,1.0,384.0,1008.0,1008,6,1008,5,7,1968,1,red,0,NA,good,3,1,4,0,0,1968,139500
559,1.0,300.0,912.0,912,6,912,5,8,1963,1,red,0,NA,good,3,1,10,0,0,1995,129000
2461,3.0,792.0,2036.0,2036,11,2640,9,5,2006,3,red,1,good,amazing,3,1,11,1,604,2006,405749
1962,1.0,254.0,1010.0,1134,6,1134,5,7,1960,1,red,0,NA,bad,2,1,4,0,0,2002,135000
1563,3.0,786.0,1840.0,2032,7,2032,7,5,1996,3,red,0,NA,good,3,1,9,0,0,1997,300000
2474,2.0,576.0,1158.0,1158,5,1158,6,5,2004,1,red,0,NA,good,3,1,5,1,0,2004,158000
201,2.0,480.0,576.0,902,9,1710,7,6,1921,2,red,0,NA,bad,3,1,4,0,808,1950,140000
2056,1.0,300.0,948.0,948,6,948,5,5,1968,1,red,0,NA,bad,3,1,5,0,0,1968,108000
372,2.0,544.0,1386.0,1411,6,1411,7,5,1977,2,red,1,bad,bad,3,1,4,0,0,1977,82500
988,2.0,898.0,784.0,784,7,1632,5,7,1969,1,red,1,bad,bad,4,1,4,1,848,1969,173000
1663,2.0,576.0,981.0,981,5,981,6,5,1971,1,red,0,NA,bad,3,1,3,1,0,1971,143250
2478,2.0,484.0,761.0,810,7,1603,6,5,1992,2,red,0,NA,good,3,1,7,1,793,1992,175900
829,2.0,632.0,1232.0,1232,6,1232,7,5,2007,2,red,0,NA,good,2,1,2,0,0,2007,194500
1986,2.0,342.0,1075.0,1156,7,1798,4,8,1900,2,red,0,NA,bad,4,1,5,1,642,1950,137000
1337,1.0,672.0,825.0,825,5,1497,6,7,1937,2,red,0,NA,bad,3,1,5,0,672,2000,157000
1936,2.0,572.0,384.0,1360,6,1360,5,5,1955,1,red,1,bad,bad,3,1,2,0,0,1955,130000
259,1.0,308.0,1026.0,1026,5,1026,5,8,1977,1,red,0,NA,bad,3,1,6,1,0,2004,150000
1495,2.0,440.0,684.0,684,6,1398,6,7,1976,1,red,1,bad,bad,3,1,2,1,714,2001,160500
